,ds,y
2413,2016-08-10,113
2414,2016-08-11,124
2415,2016-08-12,96
2416,2016-08-13,101
2417,2016-08-14,113
2418,2016-08-15,104
2419,2016-08-16,114
2420,2016-08-17,125
2421,2016-08-18,102
2422,2016-08-19,106
2423,2016-08-20,108
2424,2016-08-21,112
2425,2016-08-22,95
2426,2016-08-23,112
2427,2016-08-24,139
2428,2016-08-25,114
2429,2016-08-26,113
2430,2016-08-27,114
2431,2016-08-28,99
2432,2016-08-29,110
2433,2016-08-30,116
2434,2016-08-31,94
2435,2016-09-01,129
2436,2016-09-02,98
2437,2016-09-03,103
2438,2016-09-04,93
2439,2016-09-05,109
2440,2016-09-06,109
2441,2016-09-07,115
2442,2016-09-08,141
2443,2016-09-09,112
2444,2016-09-10,97
2445,2016-09-11,97
2446,2016-09-12,106
2447,2016-09-13,105
2448,2016-09-14,114
2449,2016-09-15,116
2450,2016-09-16,113
2451,2016-09-17,109
2452,2016-09-18,88
2453,2016-09-19,125
2454,2016-09-20,137
2455,2016-09-21,125
2456,2016-09-22,125
2457,2016-09-23,86
2458,2016-09-24,92
2459,2016-09-25,79
2460,2016-09-26,98
2461,2016-09-27,132
2462,2016-09-28,123
2463,2016-09-29,96
2464,2016-09-30,100
2465,2016-10-01,83
2466,2016-10-02,92
2467,2016-10-03,96
2468,2016-10-04,137
2469,2016-10-05,107
2470,2016-10-06,115
2471,2016-10-07,117
2472,2016-10-08,95
2473,2016-10-09,89
2474,2016-10-10,101
2475,2016-10-11,106
2476,2016-10-12,116
2477,2016-10-13,105
2478,2016-10-14,119
2479,2016-10-15,83
2480,2016-10-16,86
2481,2016-10-17,95
2482,2016-10-18,99
2483,2016-10-19,129
2484,2016-10-20,107
2485,2016-10-21,105
2486,2016-10-22,77
2487,2016-10-23,93
2488,2016-10-24,82
2489,2016-10-25,100
2490,2016-10-26,111
2491,2016-10-27,103
2492,2016-10-28,92
2493,2016-10-29,80
2494,2016-10-30,73
2495,2016-10-31,86
2496,2016-11-01,114
2497,2016-11-02,109
2498,2016-11-03,114
2499,2016-11-04,114
2500,2016-11-05,76
2501,2016-11-06,86
2502,2016-11-07,83
2503,2016-11-08,92
2504,2016-11-09,147
2505,2016-11-10,91
2506,2016-11-11,77
2507,2016-11-12,77
2508,2016-11-13,62
2509,2016-11-14,90
2510,2016-11-15,100
2511,2016-11-16,114
2512,2016-11-17,79
2513,2016-11-18,108
2514,2016-11-19,79
2515,2016-11-20,73
2516,2016-11-21,88
2517,2016-11-22,101
2518,2016-11-23,90
2519,2016-11-24,54
2520,2016-11-25,64
2521,2016-11-26,80
2522,2016-11-27,62
2523,2016-11-28,85
2524,2016-11-29,100
2525,2016-11-30,94
2526,2016-12-01,106
2527,2016-12-02,96
2528,2016-12-03,82
2529,2016-12-04,85
2530,2016-12-05,84
2531,2016-12-06,101
2532,2016-12-07,106
2533,2016-12-08,122
2534,2016-12-09,78
2535,2016-12-10,81
2536,2016-12-11,90
2537,2016-12-12,108
2538,2016-12-13,105
2539,2016-12-14,101
2540,2016-12-15,99
2541,2016-12-16,108
2542,2016-12-17,68
2543,2016-12-18,68
2544,2016-12-19,94
2545,2016-12-20,113
2546,2016-12-21,90
2547,2016-12-22,84
2548,2016-12-23,64
2549,2016-12-24,60
2550,2016-12-25,63
2551,2016-12-26,67
2552,2016-12-27,87
2553,2016-12-28,114
2554,2016-12-29,102
2555,2016-12-30,97
2556,2016-12-31,93
2557,2017-01-01,86
2558,2017-01-02,83
2559,2017-01-03,92
2560,2017-01-04,98
2561,2017-01-05,110
2562,2017-01-06,84
2563,2017-01-07,74
2564,2017-01-08,74
2565,2017-01-09,83
2566,2017-01-10,80
2567,2017-01-11,102
2568,2017-01-12,87
2569,2017-01-13,87
2570,2017-01-14,85
2571,2017-01-15,65
2572,2017-01-16,84
2573,2017-01-17,94
2574,2017-01-18,89
2575,2017-01-19,90
2576,2017-01-20,79
2577,2017-01-21,89
2578,2017-01-22,61
2579,2017-01-23,91
2580,2017-01-24,106
2581,2017-01-25,114
2582,2017-01-26,132
2583,2017-01-27,90
2584,2017-01-28,88
2585,2017-01-29,87
2586,2017-01-30,96
2587,2017-01-31,117
2588,2017-02-01,118
2589,2017-02-02,124
2590,2017-02-03,96
2591,2017-02-04,76
2592,2017-02-05,71
2593,2017-02-06,80
2594,2017-02-07,119
2595,2017-02-08,129
2596,2017-02-09,122
2597,2017-02-10,88
2598,2017-02-11,70
2599,2017-02-12,85
2600,2017-02-13,99
2601,2017-02-14,105
2602,2017-02-15,136
2603,2017-02-16,100
2604,2017-02-17,57
2605,2017-02-18,78
2606,2017-02-19,83
2607,2017-02-20,84
2608,2017-02-21,125
2609,2017-02-22,122
2610,2017-02-23,115
2611,2017-02-24,94
2612,2017-02-25,88
2613,2017-02-26,75
2614,2017-02-27,121
2615,2017-02-28,118
2616,2017-03-01,123
2617,2017-03-02,117
2618,2017-03-03,104
2619,2017-03-04,89
2620,2017-03-05,76
2621,2017-03-06,103
2622,2017-03-07,104
2623,2017-03-08,97
2624,2017-03-09,121
2625,2017-03-10,98
2626,2017-03-11,92
2627,2017-03-12,90
2628,2017-03-13,106
2629,2017-03-14,113
2630,2017-03-15,132
2631,2017-03-16,121
2632,2017-03-17,99
2633,2017-03-18,107
2634,2017-03-19,75
2635,2017-03-20,101
2636,2017-03-21,85
2637,2017-03-22,129
2638,2017-03-23,136
2639,2017-03-24,76
2640,2017-03-25,88
2641,2017-03-26,90
2642,2017-03-27,91
2643,2017-03-28,118
2644,2017-03-29,135
2645,2017-03-30,110
2646,2017-03-31,109
2647,2017-04-01,70
2648,2017-04-02,81
2649,2017-04-03,116
2650,2017-04-04,105
2651,2017-04-05,123
2652,2017-04-06,107
2653,2017-04-07,109
2654,2017-04-08,84
2655,2017-04-09,93
2656,2017-04-10,96
2657,2017-04-11,108
2658,2017-04-12,98
2659,2017-04-13,124
2660,2017-04-14,82
2661,2017-04-15,98
2662,2017-04-16,67
2663,2017-04-17,95
2664,2017-04-18,107
2665,2017-04-19,125
2666,2017-04-20,115
2667,2017-04-21,95
2668,2017-04-22,99
2669,2017-04-23,108
2670,2017-04-24,87
2671,2017-04-25,144
2672,2017-04-26,124
2673,2017-04-27,144
2674,2017-04-28,103
2675,2017-04-29,92
2676,2017-04-30,98
2677,2017-05-01,104
2678,2017-05-02,117
2679,2017-05-03,127
2680,2017-05-04,102
2681,2017-05-05,101
2682,2017-05-06,105
2683,2017-05-07,67
2684,2017-05-08,98
2685,2017-05-09,114
2686,2017-05-10,109
2687,2017-05-11,119
2688,2017-05-12,101
2689,2017-05-13,74
2690,2017-05-14,82
2691,2017-05-15,87
2692,2017-05-16,113
2693,2017-05-17,106
2694,2017-05-18,135
2695,2017-05-19,108
2696,2017-05-20,84
2697,2017-05-21,73
2698,2017-05-22,81
2699,2017-05-23,105
2700,2017-05-24,105
2701,2017-05-25,102
2702,2017-05-26,98
2703,2017-05-27,89
2704,2017-05-28,106
2705,2017-05-29,106
2706,2017-05-30,116
2707,2017-05-31,106
2708,2017-06-01,112
2709,2017-06-02,92
2710,2017-06-03,96
2711,2017-06-04,98
2712,2017-06-05,105
2713,2017-06-06,100
2714,2017-06-07,98
2715,2017-06-08,116
2716,2017-06-09,95
2717,2017-06-10,90
2718,2017-06-11,85
2719,2017-06-12,103
2720,2017-06-13,114
2721,2017-06-14,122
2722,2017-06-15,104
2723,2017-06-16,114
2724,2017-06-17,92
2725,2017-06-18,75
2726,2017-06-19,100
2727,2017-06-20,113
2728,2017-06-21,115
2729,2017-06-22,124
2730,2017-06-23,102
2731,2017-06-24,95
2732,2017-06-25,84
2733,2017-06-26,98
2734,2017-06-27,108
2735,2017-06-28,124
2736,2017-06-29,100
2737,2017-06-30,94
2738,2017-07-01,90
2739,2017-07-02,81
2740,2017-07-03,82
2741,2017-07-04,99
2742,2017-07-05,115
2743,2017-07-06,106
2744,2017-07-07,101
2745,2017-07-08,76
2746,2017-07-09,92
2747,2017-07-10,114
2748,2017-07-11,114
2749,2017-07-12,110
2750,2017-07-13,125
2751,2017-07-14,118
2752,2017-07-15,92
2753,2017-07-16,99
2754,2017-07-17,89
2755,2017-07-18,104
2756,2017-07-19,133
2757,2017-07-20,105
2758,2017-07-21,95
2759,2017-07-22,92
2760,2017-07-23,96
2761,2017-07-24,100
2762,2017-07-25,93
2763,2017-07-26,121
2764,2017-07-27,104
2765,2017-07-28,87
2766,2017-07-29,86
2767,2017-07-30,92
2768,2017-07-31,102
2769,2017-08-01,108
2770,2017-08-02,109
2771,2017-08-03,130
2772,2017-08-04,99
2773,2017-08-05,111
2774,2017-08-06,94
2775,2017-08-07,88
2776,2017-08-08,109
2777,2017-08-09,146
2778,2017-08-10,111
2779,2017-08-11,74
2780,2017-08-12,95
2781,2017-08-13,93
2782,2017-08-14,107
2783,2017-08-15,109
2784,2017-08-16,111
2785,2017-08-17,111
2786,2017-08-18,95
2787,2017-08-19,98
2788,2017-08-20,105
2789,2017-08-21,110
2790,2017-08-22,122
2791,2017-08-23,123
2792,2017-08-24,118
2793,2017-08-25,105
2794,2017-08-26,78
2795,2017-08-27,90
2796,2017-08-28,101
2797,2017-08-29,120
2798,2017-08-30,110
2799,2017-08-31,133
2800,2017-09-01,116
2801,2017-09-02,93
2802,2017-09-03,110
2803,2017-09-04,107
2804,2017-09-05,109
2805,2017-09-06,105
2806,2017-09-07,105
2807,2017-09-08,83
2808,2017-09-09,75
2809,2017-09-10,88
2810,2017-09-11,106
2811,2017-09-12,100
2812,2017-09-13,124
2813,2017-09-14,115
2814,2017-09-15,108
2815,2017-09-16,79
2816,2017-09-17,91
2817,2017-09-18,102
2818,2017-09-19,99
2819,2017-09-20,108
2820,2017-09-21,102
2821,2017-09-22,102
2822,2017-09-23,84
2823,2017-09-24,82
2824,2017-09-25,95
2825,2017-09-26,100
2826,2017-09-27,110
2827,2017-09-28,123
2828,2017-09-29,94
2829,2017-09-30,65
2830,2017-10-01,90
2831,2017-10-02,84
2832,2017-10-03,104
2833,2017-10-04,112
2834,2017-10-05,113
2835,2017-10-06,95
2836,2017-10-07,97
2837,2017-10-08,98
2838,2017-10-09,109
2839,2017-10-10,120
2840,2017-10-11,117
2841,2017-10-12,114
2842,2017-10-13,99
2843,2017-10-14,87
2844,2017-10-15,97
2845,2017-10-16,104
2846,2017-10-17,106
2847,2017-10-18,99
2848,2017-10-19,110
2849,2017-10-20,102
2850,2017-10-21,77
2851,2017-10-22,83
2852,2017-10-23,89
2853,2017-10-24,100
2854,2017-10-25,114
2855,2017-10-26,105
2856,2017-10-27,95
2857,2017-10-28,78
2858,2017-10-29,68
2859,2017-10-30,93
2860,2017-10-31,97
2861,2017-11-01,84
2862,2017-11-02,102
2863,2017-11-03,88
2864,2017-11-04,80
2865,2017-11-05,96
2866,2017-11-06,107
2867,2017-11-07,125
2868,2017-11-08,87
2869,2017-11-09,95
2870,2017-11-10,89
2871,2017-11-11,60
2872,2017-11-12,79
2873,2017-11-13,75
2874,2017-11-14,111
2875,2017-11-15,109
2876,2017-11-16,99
2877,2017-11-17,97
2878,2017-11-18,62
2879,2017-11-19,76
2880,2017-11-20,84
2881,2017-11-21,115
2882,2017-11-22,94
2883,2017-11-23,73
2884,2017-11-24,81
2885,2017-11-25,79
2886,2017-11-26,83
2887,2017-11-27,94
2888,2017-11-28,127
2889,2017-11-29,131
2890,2017-11-30,111
2891,2017-12-01,99
2892,2017-12-02,74
2893,2017-12-03,85
2894,2017-12-04,92
2895,2017-12-05,75
2896,2017-12-06,69
2897,2017-12-07,92
2898,2017-12-08,89
2899,2017-12-09,85
2900,2017-12-10,72
2901,2017-12-11,104
2902,2017-12-12,106
2903,2017-12-13,97
2904,2017-12-14,95
2905,2017-12-15,89
2906,2017-12-16,71
2907,2017-12-17,85
2908,2017-12-18,102
2909,2017-12-19,89
2910,2017-12-20,96
2911,2017-12-21,95
2912,2017-12-22,90
2913,2017-12-23,89
2914,2017-12-24,54
2915,2017-12-25,63
2916,2017-12-26,67
2917,2017-12-27,98
2918,2017-12-28,120
2919,2017-12-29,78
2920,2017-12-30,83
2921,2017-12-31,87
2922,2018-01-01,117
2923,2018-01-02,82
2924,2018-01-03,99
2925,2018-01-04,104
2926,2018-01-05,105
2927,2018-01-06,83
2928,2018-01-07,79
2929,2018-01-08,71
2930,2018-01-09,79
2931,2018-01-10,106
2932,2018-01-11,97
2933,2018-01-12,106
2934,2018-01-13,83
2935,2018-01-14,88
2936,2018-01-15,110
2937,2018-01-16,100
2938,2018-01-17,112
2939,2018-01-18,71
2940,2018-01-19,94
2941,2018-01-20,98
2942,2018-01-21,79
2943,2018-01-22,70
2944,2018-01-23,79
2945,2018-01-24,130
2946,2018-01-25,151
2947,2018-01-26,100
2948,2018-01-27,88
2949,2018-01-28,104
2950,2018-01-29,106
2951,2018-01-30,114
2952,2018-01-31,113
2953,2018-02-01,114
2954,2018-02-02,96
2955,2018-02-03,106
2956,2018-02-04,97
2957,2018-02-05,74
2958,2018-02-06,117
2959,2018-02-07,141
2960,2018-02-08,118
2961,2018-02-09,100
2962,2018-02-10,89
2963,2018-02-11,79
2964,2018-02-12,106
2965,2018-02-13,91
2966,2018-02-14,105
2967,2018-02-15,101
2968,2018-02-16,74
2969,2018-02-17,111
2970,2018-02-18,87
2971,2018-02-19,91
2972,2018-02-20,96
2973,2018-02-21,92
2974,2018-02-22,121
2975,2018-02-23,105
2976,2018-02-24,86
2977,2018-02-25,78
2978,2018-02-26,91
2979,2018-02-27,109
2980,2018-02-28,152
2981,2018-03-01,92
2982,2018-03-02,79
2983,2018-03-03,92
2984,2018-03-04,82
2985,2018-03-05,81
2986,2018-03-06,122
2987,2018-03-07,119
2988,2018-03-08,95
2989,2018-03-09,87
2990,2018-03-10,74
2991,2018-03-11,76
2992,2018-03-12,106
2993,2018-03-13,61
2994,2018-03-14,99
2995,2018-03-15,101
2996,2018-03-16,71
2997,2018-03-17,66
2998,2018-03-18,77
2999,2018-03-19,71
3000,2018-03-20,102
3001,2018-03-21,109
3002,2018-03-22,107
3003,2018-03-23,105
3004,2018-03-24,86
3005,2018-03-25,88
3006,2018-03-26,85
3007,2018-03-27,109
3008,2018-03-28,126
3009,2018-03-29,119
3010,2018-03-30,110
3011,2018-03-31,70
3012,2018-04-01,82
3013,2018-04-02,85
3014,2018-04-03,106
3015,2018-04-04,117
3016,2018-04-05,106
3017,2018-04-06,94
3018,2018-04-07,78
3019,2018-04-08,99
3020,2018-04-09,95
3021,2018-04-10,101
3022,2018-04-11,118
3023,2018-04-12,101
3024,2018-04-13,92
3025,2018-04-14,88
3026,2018-04-15,75
3027,2018-04-16,84
3028,2018-04-17,118
3029,2018-04-18,134
3030,2018-04-19,146
3031,2018-04-20,106
3032,2018-04-21,87
3033,2018-04-22,90
3034,2018-04-23,87
3035,2018-04-24,105
3036,2018-04-25,91
3037,2018-04-26,116
3038,2018-04-27,84
3039,2018-04-28,60
3040,2018-04-29,74
3041,2018-04-30,77
3042,2018-05-01,122
3043,2018-05-02,117
3044,2018-05-03,103
3045,2018-05-04,104
3046,2018-05-05,73
3047,2018-05-06,79
3048,2018-05-07,75
3049,2018-05-08,85
3050,2018-05-09,98
3051,2018-05-10,106
3052,2018-05-11,96
3053,2018-05-12,72
3054,2018-05-13,72
3055,2018-05-14,82
3056,2018-05-15,110
3057,2018-05-16,102
3058,2018-05-17,112
3059,2018-05-18,82
3060,2018-05-19,83
3061,2018-05-20,100
3062,2018-05-21,94
3063,2018-05-22,108
3064,2018-05-23,89
3065,2018-05-24,100
3066,2018-05-25,101
3067,2018-05-26,92
3068,2018-05-27,79
3069,2018-05-28,83
3070,2018-05-29,105
3071,2018-05-30,99
3072,2018-05-31,113
3073,2018-06-01,97
3074,2018-06-02,85
3075,2018-06-03,90
3076,2018-06-04,96
3077,2018-06-05,104
3078,2018-06-06,115
3079,2018-06-07,115
3080,2018-06-08,92
3081,2018-06-09,88
3082,2018-06-10,99
3083,2018-06-11,114
3084,2018-06-12,106
3085,2018-06-13,140
3086,2018-06-14,111
3087,2018-06-15,124
3088,2018-06-16,80
3089,2018-06-17,62
3090,2018-06-18,90
3091,2018-06-19,89
3092,2018-06-20,106
3093,2018-06-21,88
3094,2018-06-22,97
3095,2018-06-23,85
3096,2018-06-24,92
3097,2018-06-25,120
3098,2018-06-26,102
3099,2018-06-27,104
3100,2018-06-28,118
3101,2018-06-29,108
3102,2018-06-30,87
3103,2018-07-01,79
3104,2018-07-02,92
3105,2018-07-03,91
3106,2018-07-04,105
3107,2018-07-05,108
3108,2018-07-06,87
3109,2018-07-07,92
3110,2018-07-08,104
3111,2018-07-09,99
3112,2018-07-10,95
3113,2018-07-11,102
3114,2018-07-12,132
3115,2018-07-13,101
3116,2018-07-14,90
3117,2018-07-15,83
3118,2018-07-16,98
3119,2018-07-17,132
3120,2018-07-18,111
3121,2018-07-19,113
3122,2018-07-20,101
3123,2018-07-21,88
3124,2018-07-22,104
3125,2018-07-23,98
3126,2018-07-24,93
3127,2018-07-25,112
3128,2018-07-26,116
3129,2018-07-27,105
3130,2018-07-28,101
3131,2018-07-29,75
3132,2018-07-30,112
3133,2018-07-31,109
3134,2018-08-01,115
3135,2018-08-02,116
3136,2018-08-03,108
3137,2018-08-04,101
3138,2018-08-05,98
3139,2018-08-06,89
3140,2018-08-07,102
3141,2018-08-08,123
3142,2018-08-09,145
3143,2018-08-10,104
3144,2018-08-11,116
3145,2018-08-12,94
3146,2018-08-13,96
3147,2018-08-14,102
3148,2018-08-15,126
3149,2018-08-16,140
3150,2018-08-17,105
3151,2018-08-18,110
3152,2018-08-19,100
3153,2018-08-20,113
3154,2018-08-21,102
3155,2018-08-22,103
3156,2018-08-23,114
3157,2018-08-24,94
3158,2018-08-25,85
3159,2018-08-26,97
3160,2018-08-27,96
3161,2018-08-28,103
3162,2018-08-29,125
3163,2018-08-30,118
3164,2018-08-31,101
3165,2018-09-01,96
3166,2018-09-02,92
3167,2018-09-03,86
3168,2018-09-04,88
3169,2018-09-05,103
3170,2018-09-06,101
3171,2018-09-07,104
3172,2018-09-08,93
3173,2018-09-09,76
3174,2018-09-10,88
3175,2018-09-11,100
3176,2018-09-12,99
3177,2018-09-13,131
3178,2018-09-14,97
3179,2018-09-15,76
3180,2018-09-16,81
3181,2018-09-17,93
3182,2018-09-18,87
3183,2018-09-19,109
3184,2018-09-20,106
3185,2018-09-21,85
3186,2018-09-22,85
3187,2018-09-23,81
3188,2018-09-24,80
3189,2018-09-25,111
3190,2018-09-26,119
3191,2018-09-27,120
3192,2018-09-28,88
3193,2018-09-29,78
3194,2018-09-30,102
3195,2018-10-01,78
3196,2018-10-02,98
3197,2018-10-03,97
3198,2018-10-04,103
3199,2018-10-05,110
3200,2018-10-06,93
3201,2018-10-07,92
3202,2018-10-08,107
3203,2018-10-09,94
3204,2018-10-10,109
3205,2018-10-11,110
3206,2018-10-12,76
3207,2018-10-13,68
3208,2018-10-14,80
3209,2018-10-15,58
3210,2018-10-16,88
3211,2018-10-17,106
3212,2018-10-18,93
3213,2018-10-19,96
3214,2018-10-20,77
3215,2018-10-21,78
3216,2018-10-22,90
3217,2018-10-23,87
3218,2018-10-24,104
3219,2018-10-25,87
3220,2018-10-26,88
3221,2018-10-27,96
3222,2018-10-28,88
3223,2018-10-29,94
3224,2018-10-30,87
3225,2018-10-31,84
3226,2018-11-01,91
3227,2018-11-02,82
3228,2018-11-03,99
3229,2018-11-04,80
3230,2018-11-05,88
3231,2018-11-06,72
3232,2018-11-07,101
3233,2018-11-08,107
3234,2018-11-09,84
3235,2018-11-10,75
3236,2018-11-11,79
3237,2018-11-12,67
3238,2018-11-13,85
3239,2018-11-14,111
3240,2018-11-15,95
3241,2018-11-16,81
3242,2018-11-17,75
3243,2018-11-18,82
3244,2018-11-19,99
3245,2018-11-20,72
3246,2018-11-21,65
3247,2018-11-22,72
3248,2018-11-23,85
3249,2018-11-24,90
3250,2018-11-25,93
3251,2018-11-26,95
3252,2018-11-27,111
3253,2018-11-28,109
3254,2018-11-29,95
3255,2018-11-30,89
3256,2018-12-01,86
3257,2018-12-02,79
3258,2018-12-03,67
3259,2018-12-04,95
3260,2018-12-05,82
3261,2018-12-06,77
3262,2018-12-07,74
3263,2018-12-08,94
3264,2018-12-09,78
3265,2018-12-10,93
3266,2018-12-11,96
3267,2018-12-12,105
3268,2018-12-13,124
3269,2018-12-14,85
3270,2018-12-15,72
3271,2018-12-16,72
3272,2018-12-17,78
3273,2018-12-18,91
3274,2018-12-19,110
3275,2018-12-20,99
3276,2018-12-21,122
3277,2018-12-22,91
3278,2018-12-23,77
3279,2018-12-24,51
3280,2018-12-25,81
3281,2018-12-26,81
3282,2018-12-27,90
3283,2018-12-28,85
3284,2018-12-29,67
3285,2018-12-30,86
3286,2018-12-31,83
3287,2019-01-01,95
3288,2019-01-02,73
3289,2019-01-03,83
3290,2019-01-04,104
3291,2019-01-05,82
3292,2019-01-06,72
3293,2019-01-07,83
3294,2019-01-08,105
3295,2019-01-09,97
3296,2019-01-10,129
3297,2019-01-11,119
3298,2019-01-12,68
3299,2019-01-13,98
3300,2019-01-14,66
3301,2019-01-15,70
3302,2019-01-16,82
3303,2019-01-17,80
3304,2019-01-18,77
3305,2019-01-19,98
3306,2019-01-20,62
3307,2019-01-21,87
3308,2019-01-22,83
3309,2019-01-23,95
3310,2019-01-24,113
3311,2019-01-25,86
3312,2019-01-26,98
3313,2019-01-27,93
3314,2019-01-28,110
3315,2019-01-29,97
3316,2019-01-30,113
3317,2019-01-31,91
3318,2019-02-01,97
3319,2019-02-02,80
3320,2019-02-03,81
3321,2019-02-04,84
3322,2019-02-05,98
3323,2019-02-06,98
3324,2019-02-07,110
3325,2019-02-08,92
3326,2019-02-09,79
3327,2019-02-10,73
3328,2019-02-11,93
3329,2019-02-12,90
3330,2019-02-13,76
3331,2019-02-14,82
3332,2019-02-15,72
3333,2019-02-16,93
3334,2019-02-17,66
3335,2019-02-18,85
3336,2019-02-19,99
3337,2019-02-20,108
3338,2019-02-21,112
3339,2019-02-22,86
3340,2019-02-23,83
3341,2019-02-24,84
3342,2019-02-25,94
3343,2019-02-26,88
3344,2019-02-27,104
3345,2019-02-28,116
3346,2019-03-01,90
3347,2019-03-02,75
3348,2019-03-03,100
3349,2019-03-04,85
3350,2019-03-05,90
3351,2019-03-06,84
3352,2019-03-07,113
3353,2019-03-08,110
3354,2019-03-09,102
3355,2019-03-10,70
3356,2019-03-11,86
3357,2019-03-12,103
3358,2019-03-13,98
3359,2019-03-14,105
3360,2019-03-15,86
3361,2019-03-16,90
3362,2019-03-17,94
3363,2019-03-18,123
3364,2019-03-19,76
3365,2019-03-20,93
3366,2019-03-21,124
3367,2019-03-22,99
3368,2019-03-23,72
3369,2019-03-24,72
3370,2019-03-25,73
3371,2019-03-26,111
3372,2019-03-27,115
3373,2019-03-28,111
3374,2019-03-29,106
3375,2019-03-30,99
3376,2019-03-31,78
3377,2019-04-01,72
3378,2019-04-02,96
3379,2019-04-03,127
3380,2019-04-04,94
3381,2019-04-05,94
3382,2019-04-06,98
3383,2019-04-07,99
3384,2019-04-08,86
3385,2019-04-09,94
3386,2019-04-10,113
3387,2019-04-11,98
3388,2019-04-12,96
3389,2019-04-13,89
3390,2019-04-14,78
3391,2019-04-15,71
3392,2019-04-16,103
3393,2019-04-17,113
3394,2019-04-18,116
3395,2019-04-19,114
3396,2019-04-20,77
3397,2019-04-21,60
3398,2019-04-22,76
3399,2019-04-23,98
3400,2019-04-24,100
3401,2019-04-25,116
3402,2019-04-26,98
3403,2019-04-27,92
3404,2019-04-28,82
3405,2019-04-29,97
3406,2019-04-30,121
3407,2019-05-01,122
3408,2019-05-02,119
3409,2019-05-03,113
3410,2019-05-04,73
3411,2019-05-05,84
3412,2019-05-06,69
3413,2019-05-07,77
3414,2019-05-08,123
3415,2019-05-09,113
3416,2019-05-10,109
3417,2019-05-11,94
3418,2019-05-12,104
3419,2019-05-13,103
3420,2019-05-14,129
3421,2019-05-15,132
3422,2019-05-16,118
3423,2019-05-17,93
3424,2019-05-18,103
3425,2019-05-19,74
3426,2019-05-20,86
3427,2019-05-21,107
3428,2019-05-22,100
3429,2019-05-23,122
3430,2019-05-24,81
3431,2019-05-25,92
3432,2019-05-26,98
3433,2019-05-27,101
3434,2019-05-28,90
3435,2019-05-29,95
3436,2019-05-30,103
3437,2019-05-31,89
3438,2019-06-01,111
3439,2019-06-02,90
3440,2019-06-03,86
3441,2019-06-04,101
3442,2019-06-05,106
3443,2019-06-06,97
3444,2019-06-07,107
3445,2019-06-08,88
3446,2019-06-09,93
3447,2019-06-10,99
3448,2019-06-11,104
3449,2019-06-12,115
3450,2019-06-13,122
3451,2019-06-14,108
3452,2019-06-15,102
3453,2019-06-16,72
3454,2019-06-17,113
3455,2019-06-18,89
3456,2019-06-19,102
3457,2019-06-20,62
3458,2019-06-21,20
3459,2019-06-22,6
